step,row,col,x,y,action_idx,action_name,target_row,target_col,target_x,target_y,coverage,best_coverage,valid_actions,q_values,stop_reason
196,2,28,-0.5250000000000004,6.125,7,NW,2,28,-0.5250000000000004,6.125,0.9237,0.9237,"[0,1,2,3,4,5,6,7]","[-10.572933197021484,-9.821653366088867,-9.754481315612793,-10.23316478729248,-8.125354766845703,12.297219276428223,11.096053123474121,13.25014591217041]",
197,2,27,-0.875,6.125,6,W,2,27,-0.875,6.125,0.9271,0.9271,"[0,1,2,3,4,5,6,7]","[-11.421852111816406,-10.815802574157715,-11.316646575927734,-11.581151962280273,-3.3540375232696533,10.383577346801758,13.698492050170898,12.62744140625]",
198,1,26,-1.2250000000000014,6.475,7,NW,1,26,-1.2250000000000014,6.475,0.9295,0.9295,"[0,1,2,3,4,5,6,7]","[-17.893081665039062,-12.33281421661377,-12.763490676879883,-11.793792724609375,-3.995384693145752,14.953277587890625,16.519865036010742,18.288314819335938]",
199,2,25,-1.575000000000001,6.125,5,SW,2,25,-1.575000000000001,6.125,0.9339,0.9339,"[2,3,4,5,6]","[-20.27417755126953,-10.980748176574707,-10.377657890319824,-12.394603729248047,5.784358978271484,18.746610641479492,16.379077911376953,0.993565559387207]",
200,1,24,-1.9250000000000007,6.475,7,NW,1,24,-1.9250000000000007,6.475,0.9353,0.9353,"[0,1,2,3,4,5,6,7]","[-12.871036529541016,-11.757298469543457,-11.497903823852539,-10.718770027160645,-9.072836875915527,12.921463966369629,14.89863109588623,15.652924537658691]",
201,2,23,-2.2750000000000004,6.125,5,SW,2,23,-2.2750000000000004,6.125,0.9392,0.9392,"[2,3,4,5,6]","[-19.61033058166504,-12.885129928588867,-10.638843536376953,-10.831634521484375,6.864970684051514,16.178539276123047,14.32789421081543,4.440624713897705]",
202,2,22,-2.625000000000001,6.125,6,W,2,22,-2.625000000000001,6.125,0.9421,0.9421,"[0,1,2,3,4,5,6,7]","[-11.971896171569824,-12.430656433105469,-11.861337661743164,-11.425570487976074,-10.27779769897461,13.843465805053711,16.328142166137695,15.311117172241211]",
203,2,21,-2.9750000000000005,6.125,6,W,2,21,-2.9750000000000005,6.125,0.9451,0.9451,"[0,1,2,3,4,5,6,7]","[-12.105411529541016,-11.955723762512207,-12.0072603225708,-11.781608581542969,-8.077000617980957,11.768218040466309,16.10152816772461,15.566851615905762]",
204,2,20,-3.325,6.125,6,W,2,20,-3.325,6.125,0.948,0.948,"[0,1,2,3,4,5,6,7]","[-11.717279434204102,-12.033843040466309,-11.930806159973145,-11.585843086242676,-2.8735289573669434,11.117557525634766,13.654130935668945,12.91473388671875]",
205,2,19,-3.6750000000000007,6.125,6,W,2,19,-3.6750000000000007,6.125,0.9509,0.9509,"[0,1,2,3,4,5,6,7]","[-13.030214309692383,-13.220646858215332,-13.247852325439453,-12.853437423706055,-3.5572900772094727,14.540924072265625,14.705709457397461,14.250438690185547]",coverage_goal
